"work_year","job_title","job_category","salary_currency","salary","salary_in_usd","employee_residence","experience_level","employment_type","work_setting","company_location","company_size"
"2023","Data Analyst","Data Analysis","USD","120000","120000","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Analyst","Data Analysis","USD","85000","85000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","80000","80000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","24000","24000","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Machine Learning Infrastructure Engineer","Machine Learning and AI","USD","165400","165400","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Machine Learning Infrastructure Engineer","Machine Learning and AI","USD","127300","127300","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Applied Scientist","Data Science and Research","USD","260000","260000","United States","Senior","Full-time","In-person","United States","L"
"2023","Applied Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","In-person","United States","L"
"2023","Business Intelligence Engineer","BI and Visualization","USD","259000","259000","United States","Senior","Full-time","In-person","United States","M"
"2023","Business Intelligence Engineer","BI and Visualization","USD","138750","138750","United States","Senior","Full-time","In-person","United States","M"
"2023","Decision Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Decision Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","273400","273400","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","182200","182200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","192000","192000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","178000","178000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","218000","218000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","85000","85000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Specialist","Data Management and Strategy","USD","132000","132000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Specialist","Data Management and Strategy","USD","71500","71500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","252000","252000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129000","129000","United States","Senior","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","215050","215050","United States","Senior","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","113100","113100","United States","Senior","Full-time","In-person","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","260000","260000","United States","Senior","Full-time","In-person","United States","L"
"2023","Applied Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","In-person","United States","L"
"2023","Data Scientist","Data Science and Research","USD","218000","218000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","85000","85000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","130000","130000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","85000","85000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","250000","250000","United States","Executive","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","200000","200000","United States","Executive","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","220000","220000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","170000","170000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","145000","145000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","115000","115000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","184000","184000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","123000","123000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","75000","75000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","65000","65000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Research Scientist","Data Science and Research","USD","168400","168400","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","90700","90700","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","258000","258000","Canada","Senior","Full-time","In-person","Canada","M"
"2023","Data Scientist","Data Science and Research","USD","190000","190000","Canada","Senior","Full-time","In-person","Canada","M"
"2023","Data Analyst","Data Analysis","USD","169000","169000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","110600","110600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","80000","80000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","70000","70000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","136505","136505","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","100895","100895","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","200000","200000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","150000","150000","United States","Senior","Full-time","Remote","United States","M"
"2023","Business Intelligence Engineer","BI and Visualization","USD","202800","202800","United States","Senior","Full-time","In-person","United States","L"
"2023","Business Intelligence Engineer","BI and Visualization","USD","104300","104300","United States","Senior","Full-time","In-person","United States","L"
"2023","Data Engineer","Data Engineering","USD","275300","275300","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","183500","183500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","168400","168400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","105200","105200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","240000","240000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Manager","Leadership and Management","USD","130000","130000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Manager","Leadership and Management","USD","120000","120000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","93000","93000","United States","Mid-level","Full-time","Remote","United States","L"
"2023","Applied Scientist","Data Science and Research","USD","248100","248100","United States","Senior","Full-time","In-person","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","145900","145900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","177000","177000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","118000","118000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","120350","120350","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","74400","74400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","190000","190000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","120000","120000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","237400","237400","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","132870","132870","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Research Scientist","Data Science and Research","USD","248100","248100","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","145900","145900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","170000","170000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","125000","125000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","105000","105000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","90000","90000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","317070","317070","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","170730","170730","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","170000","170000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","125000","125000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","158700","158700","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","123906","123906","United States","Senior","Full-time","In-person","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","222200","222200","United States","Senior","Full-time","In-person","United States","L"
"2023","Applied Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","In-person","United States","L"
"2023","Data Engineer","Data Engineering","USD","166000","166000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","128000","128000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","EUR","75000","80976","Spain","Mid-level","Full-time","Remote","Spain","M"
"2023","Data Engineer","Data Engineering","EUR","62000","66940","Spain","Mid-level","Full-time","Remote","Spain","M"
"2023","Data Engineer","Data Engineering","USD","333500","333500","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","180500","180500","United States","Executive","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","242921","242921","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","170045","170045","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","248100","248100","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","145900","145900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","GBP","75000","92280","United Kingdom","Mid-level","Full-time","Remote","United Kingdom","M"
"2023","Data Engineer","Data Engineering","GBP","62000","76284","United Kingdom","Mid-level","Full-time","Remote","United Kingdom","M"
"2023","Business Intelligence Engineer","BI and Visualization","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2023","Business Intelligence Engineer","BI and Visualization","USD","156400","156400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","257400","257400","United States","Executive","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","210600","210600","United States","Executive","Full-time","Remote","United States","M"
"2023","Data Operations Specialist","Data Quality and Operations","USD","65000","65000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Operations Specialist","Data Quality and Operations","USD","50000","50000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","293000","293000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","180000","180000","United States","Senior","Full-time","In-person","United States","M"
"2023","Director of Data Science","Data Science and Research","USD","260000","260000","United States","Executive","Full-time","Remote","United States","M"
"2023","Director of Data Science","Data Science and Research","USD","192000","192000","United States","Executive","Full-time","Remote","United States","M"
"2023","Machine Learning Scientist","Machine Learning and AI","USD","170000","170000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Machine Learning Scientist","Machine Learning and AI","USD","125000","125000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Business Intelligence Data Analyst","Data Analysis","USD","99000","99000","United States","Entry-level","Full-time","Remote","United States","L"
"2023","Data Analyst","Data Analysis","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","100000","100000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","233000","233000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","166000","166000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","185100","185100","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","127600","127600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","105000","105000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","80000","80000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","160000","160000","United States","Executive","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","55000","55000","United States","Executive","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","241000","241000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","163000","163000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","120000","120000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","90000","90000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","218000","218000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","118000","118000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","210000","210000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","168000","168000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","311000","311000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","162540","162540","United States","Senior","Full-time","In-person","United States","M"
"2023","Insight Analyst","Data Analysis","GBP","42000","51676","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","Insight Analyst","Data Analysis","GBP","35000","43064","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","Data Scientist","Data Science and Research","USD","258750","258750","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","185000","185000","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","225000","225000","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","145000","145000","United States","Executive","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","226600","226600","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","140100","140100","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","EUR","45000","48585","Spain","Senior","Full-time","In-person","Spain","M"
"2023","Data Scientist","Data Science and Research","EUR","36000","38868","Spain","Senior","Full-time","In-person","Spain","M"
"2023","Data Scientist","Data Science and Research","USD","190000","190000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","165000","165000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","175000","175000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","247500","247500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","172200","172200","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","247500","247500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","172200","172200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","153600","153600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","106800","106800","United States","Senior","Full-time","In-person","United States","M"
"2023","Business Intelligence Developer","BI and Visualization","USD","140000","140000","Canada","Senior","Full-time","In-person","Canada","M"
"2023","Business Intelligence Developer","BI and Visualization","USD","76500","76500","Canada","Senior","Full-time","In-person","Canada","M"
"2023","ETL Developer","Data Engineering","USD","182850","182850","United States","Senior","Full-time","Remote","United States","M"
"2023","ETL Developer","Data Engineering","USD","113000","113000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","150000","150000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","120000","120000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","105000","105000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","95000","95000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","306000","306000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","204000","204000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","135000","135000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","GBP","85000","104584","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Architect","Data Architecture and Modeling","GBP","75000","92280","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Analyst","Data Analysis","USD","126000","126000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","86400","86400","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","232760","232760","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","169280","169280","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","136000","136000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","104000","104000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","168000","168000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","162500","162500","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","130000","130000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","240350","240350","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","174800","174800","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","247500","247500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","172200","172200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","154000","154000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","116000","116000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","168000","168000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","153600","153600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","107500","107500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","94100","94100","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","Data Analyst","Data Analysis","USD","72400","72400","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","ML Engineer","Machine Learning and AI","USD","178000","178000","United States","Senior","Full-time","Remote","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","152000","152000","United States","Senior","Full-time","Remote","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","192000","192000","United States","Senior","Full-time","Remote","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","164000","164000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","233200","233200","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","140000","140000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","194000","194000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","161000","161000","United States","Senior","Full-time","In-person","United States","M"
"2023","Business Intelligence Engineer","BI and Visualization","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2023","Business Intelligence Engineer","BI and Visualization","USD","156400","156400","United States","Senior","Full-time","In-person","United States","M"
"2023","NLP Engineer","Machine Learning and AI","USD","210000","210000","United States","Senior","Full-time","Remote","United States","M"
"2023","NLP Engineer","Machine Learning and AI","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","153600","153600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","107500","107500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","145000","145000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","120000","120000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","206000","206000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","153600","153600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","107500","107500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","146100","146100","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","USD","112400","112400","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","USD","241000","241000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","155000","155000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","194500","194500","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","115500","115500","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Specialist","Data Management and Strategy","USD","110000","110000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Specialist","Data Management and Strategy","USD","70000","70000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","199000","199000","United States","Senior","Full-time","Remote","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","145000","145000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","200000","200000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","170000","170000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","150120","150120","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","120096","120096","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","253000","253000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","168000","168000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","200000","200000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","170000","170000","United States","Senior","Full-time","Remote","United States","M"
"2023","Decision Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Decision Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","178600","178600","United States","Senior","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","142880","142880","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","255000","255000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","169000","169000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","155000","155000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","100000","100000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","151410","151410","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","144200","144200","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","151410","151410","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","115360","115360","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","252000","252000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129000","129000","United States","Senior","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","193170","193170","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","116480","116480","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","250000","250000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","125000","125000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","146000","146000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","94000","94000","United States","Senior","Full-time","Remote","United States","M"
"2023","Director of Data Science","Data Science and Research","GBP","200000","246080","United Kingdom","Executive","Full-time","In-person","United Kingdom","M"
"2023","Director of Data Science","Data Science and Research","GBP","165000","203016","United Kingdom","Executive","Full-time","In-person","United Kingdom","M"
"2023","Head of Data","Leadership and Management","GBP","110000","135344","United Kingdom","Executive","Full-time","Remote","United Kingdom","M"
"2023","Head of Data","Leadership and Management","GBP","90000","110736","United Kingdom","Executive","Full-time","Remote","United Kingdom","M"
"2023","Applied Scientist","Data Science and Research","USD","260000","260000","United States","Senior","Full-time","In-person","United States","L"
"2023","Applied Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","In-person","United States","L"
"2023","Head of Data","Leadership and Management","USD","329500","329500","United States","Executive","Full-time","In-person","United States","M"
"2023","Head of Data","Leadership and Management","USD","269600","269600","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","250500","250500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","159500","159500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","115000","115000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","105000","105000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","250000","250000","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","170000","170000","United States","Senior","Full-time","In-person","United States","M"
